t_sec,ECG
0.396,0.027155803875443654
0.4,0.01958585625955692
0.404,0.044641846565910574
0.40800000000000003,0.04526158564142149
0.41200000000000003,0.00884191740085034
0.41600000000000004,0.04770223426391867
0.42,0.02685504196287127
0.424,0.06704672452962111
0.428,0.041919612807160195
0.432,0.07342236950164042
0.436,0.030239999755511664
0.44,0.03412201479801231
0.444,0.04673548565724754
0.448,0.06362405745740929
0.452,0.05758884683512604
0.456,0.029407262807508112
0.46,0.0730041551712388
0.464,0.09759883159855072
0.468,0.13541332908645376
0.47200000000000003,0.20365644281223863
0.47600000000000003,0.3547066260246637
0.48,0.4452494924913475
0.484,0.591404893955285
0.488,0.781281855795681
0.492,0.9126499437683576
0.496,1.0063773695396812
0.5,1.058663137571207
0.504,1.0180883393473033
0.508,0.9181256235287365
0.512,0.7890900451574165
0.516,0.615684521434144
0.52,0.4428291231830111
0.524,0.3150415253386316
0.528,0.20915276508215191
0.532,0.15156417649103932
0.536,0.0793904124546229
0.54,0.0369146733076029
0.544,0.060478479591111044
0.548,0.024598694386023037
0.552,0.008943358813919375
0.556,0.05410330778467887
0.56,0.031977140226790525
0.5640000000000001,0.056060260110532195
0.5680000000000001,0.035604150260184084
0.5720000000000001,0.02391469083352306
0.5760000000000001,0.021630384459399157
0.58,0.03635105463558831
0.584,0.041329086126393556
0.588,0.030471854225627364
0.592,0.04146007694963176
0.596,0.01649815125071919
0.6,0.0476446943726259
0.604,0.011613402407229148
0.608,0.04373744639436417
0.612,0.06168537519128242
0.616,0.06969990545991916
0.62,0.0822670785583636
0.624,0.01696876453556485
0.628,0.06338075706721538
0.632,0.07244031656811756
0.636,0.06803090860048239
0.64,0.029935058178535544
0.644,0.056855899038803503
0.648,0.08591615938519401
0.652,0.01886130566553854
0.656,0.05842190782769685
0.66,0.07122597550442201
0.664,0.03512998825786276
0.668,0.06079948261170866
0.672,0.02779711417240355
0.676,0.03304229515004307
0.68,0.03301297403011873
0.684,0.05326545018751335
0.6880000000000001,0.0476609887396482
0.6920000000000001,0.06862083245078406
0.6960000000000001,0.03078745265073874
0.7000000000000001,0.04701861722664071
0.704,0.06891333993285051
0.708,0.060951616396701186
0.712,0.02328408734647035
0.716,0.06311840486868367
0.72,0.040279964116410986
0.724,0.05758661410680584
0.728,0.05591962227698208
0.732,0.074316089408479
0.736,0.05228117377127516
0.74,0.012890684894909916
0.744,0.022582998237511847
0.748,0.06461323264013533
0.752,0.04483033191919929
0.756,0.07275931432801566
0.76,0.05546814470526878
0.764,0.03501424955167466
0.768,0.07163645635407959
0.772,0.03382968588138585
0.776,0.008910809896895966
0.78,0.09122187480340538
0.784,0.011709994326402184
0.788,0.06262880297604817
0.792,0.06864972259436097
0.796,0.05278271531335781
0.8,0.016138743584396847
0.804,0.0700688355300155
0.808,0.020896095433252593
0.812,0.022809410854286595
0.8160000000000001,0.04240021082027448
0.8200000000000001,0.06535184934242598
0.8240000000000001,0.05552880619072638
0.8280000000000001,0.06568325723647771
0.8320000000000001,0.04053297561641672
0.836,0.045896748732366564
0.84,0.02652884696706225
0.844,0.04286205269826022
0.848,0.06098631956457546
0.852,0.04304821114849744
0.856,0.05847160539095024
0.86,0.03741120336250017
0.864,0.03693976856551316
0.868,0.049478529500739055
0.872,0.04470173295088348
0.876,0.060347931365251406
0.88,0.051963558676107656
0.884,0.08309887795597147
0.888,0.043792938313148844
0.892,0.04352533742089045
0.896,0.027152024544603304
0.9,0.048291161926325245
0.904,0.06136984765096714
0.908,0.03278174030586872
0.912,0.04646531873287246
0.916,0.06169774550919906
0.92,0.04465301819682303
0.924,0.03666979989376482
0.928,0.06637251707793558
0.932,0.048705926685255335
0.936,0.05454848994923285
0.9400000000000001,0.06989352665080453
0.9440000000000001,0.06921723760428183
0.9480000000000001,0.03920891159374005
0.9520000000000001,0.035483302145215875
0.9560000000000001,0.05151381285735779
0.96,0.04300446880564832
0.964,0.00749243762407497
0.968,0.07082321411389295
0.972,0.04552640424017647
0.976,0.05968683031316501
0.98,0.021317940380191833
0.984,0.07035426351009516
0.988,0.032635789666147566
0.992,0.042055503564513735
0.996,0.01598510990101441
1.0,0.040476339267561424
1.004,0.03901797213836889
1.008,0.039702556728129015
1.012,0.051972593066240094
1.016,0.04419917410682731
1.02,0.062294711289875626
1.024,0.03319975407887938
1.028,0.022423530854616878
1.032,0.041739739735603236
1.036,0.054464349404678175
1.04,0.06656206328875408
1.044,0.05771702939860854
1.048,0.005896309763335786
1.052,0.04850997833829464
1.056,0.06993711658266069
1.06,0.041739276733864204
1.064,0.029922182664042396
1.068,0.046178764791233715
1.072,0.029680471957680005
1.076,0.05227460491208652
1.08,0.038976765564933
1.084,0.06683827203013484
1.088,0.0487072576456986
1.092,0.023975778957144436
1.096,0.050279723288549294
1.1,0.05663832976905829
1.104,0.02627736855760716
1.108,0.02885639791136698
1.112,-0.00900814992296712
1.116,0.054884313234324605
1.12,0.024779251213823517
1.124,-0.00619701819031282
1.1280000000000001,0.0005876760867272804
1.1320000000000001,0.031214772010111115
1.1360000000000001,0.05059518571348875
1.1400000000000001,0.03330647128087735
1.1440000000000001,0.04422668261682504
1.1480000000000001,0.012462105506656582
1.1520000000000001,0.007363383505509236
1.156,0.05160135831750022
1.16,0.04342374653054657
1.164,0.03266228559136555
1.168,0.058603631627444384
1.172,0.013625019166905686
1.176,0.02392830528564171
1.18,0.052543637604097304
1.184,0.06845247580513861
1.188,0.0315432966269674
1.192,0.06464121127507216
1.196,0.018674513432811842
1.2,0.036991511847284796
1.204,0.02658974149844012
1.208,-0.0020311258535925664
1.212,0.034558884794565155
1.216,0.047717984482972584
1.22,0.02575921351853868
1.224,0.02697503899882602
1.228,0.05590032289485383
1.232,0.0027032113004816713
1.236,-0.0026004827370455057
1.24,0.013922420259659805
1.244,0.002720809485995724
1.248,0.05322727940227641
1.252,0.032141695709320406
1.256,0.00831068598111221
1.26,0.012945839605807332
1.264,0.08209790844721163
1.268,0.012314208017026356
1.272,0.008913335765221306
1.276,0.029876393158551513
1.28,0.036191105433318056
1.284,0.02749758690653931
1.288,0.0045401388971925555
1.292,-0.0007854661286372626
1.296,0.034115592613065626
1.3,0.021194758206442493
1.304,-0.009749638179476532
1.308,0.0489111355808156
1.312,0.04674610095942604
1.316,0.038491454630772574
1.32,0.06109739803639284
1.324,0.11100551386314897
1.328,0.15665214290866242
1.332,0.23698278498377331
1.336,0.3949226255531472
1.34,0.5094302638581425
1.344,0.7064184447283345
1.348,0.8186332177583824
1.352,0.9575278053082236
1.356,1.0105906382737662
1.36,1.0334844926621323
1.364,0.8949113141860121
1.368,0.7562704719343366
1.372,0.6140073471674432
1.3760000000000001,0.4455044058610895
1.3800000000000001,0.31520714952324397
1.3840000000000001,0.2231572360173343
1.3880000000000001,0.14899204687378867
1.3920000000000001,0.11302282895712541
1.3960000000000001,0.03239345789785568
1.4000000000000001,0.08147561003998582
1.4040000000000001,0.05866923606215946
1.408,0.010137194847542379
1.412,-0.033969178049562815
1.416,0.00899845792156006
1.42,0.011404654963139332
1.424,-0.03654268247476035
1.428,0.01047703736308568
1.432,0.004578708502372392
1.436,-0.007544175820074106
1.44,0.02029247951645718
1.444,0.027456750696150712
1.448,-0.002784236643798673
1.452,0.011117983364356088
1.456,-0.006978810939020663
1.46,-0.010026865190437426
1.464,0.00688300636638081
1.468,0.015348965768421458
1.472,-0.00679819566473047
1.476,-0.04021891411571411
1.48,0.015356718683854218
1.484,-0.028703844176501278
1.488,0.00525335281575816
1.492,0.0379797797143589
1.496,0.0016483738854756317
1.5,-0.022224462139265034
1.504,-0.028067577848410217
1.508,0.024150619203133373
1.512,-1.2246599458028183e-05
1.516,0.010706805289917007
1.52,0.018023389601022767
1.524,-0.0018973394680860665
1.528,-0.007503962499848638
1.532,-0.020693324190947514
1.536,-0.0638108379545906
1.54,-0.032934976281850416
1.544,-0.004380883176440182
1.548,-0.006908094401284729
1.552,0.0042547364231694425
1.556,-0.006763542242552054
1.56,-0.0014557087144825
1.564,0.010700382750503975
1.568,-0.02316887821408489
1.572,-0.011623147660937496
1.576,-0.03843585208380846
1.58,0.012755087321343346
1.584,-0.006345121948789963
1.588,0.002272739759725282
1.592,0.02291625493850277
1.596,0.01324834947199728
1.6,-0.009951181809137464
1.604,0.006594570335627223
1.608,-0.03820057230919519
1.612,-0.001294996561956415
1.616,-0.007600993437848352
1.62,-0.043149870617868916
1.624,0.015557356458580517
1.6280000000000001,-0.025674371632970303
1.6320000000000001,0.0016687597124987585
1.6360000000000001,-0.0207966747341499
1.6400000000000001,0.007071573093288503
1.6440000000000001,0.01304552238291248
1.6480000000000001,-0.03020022266392051
1.6520000000000001,-0.04460579174778805
1.6560000000000001,-0.017023640765041627
1.6600000000000001,0.002186261281412605
1.6640000000000001,-0.02261392889838259
1.668,-0.027852726800108647
1.672,-0.006210107619957234
1.676,-0.07159850080406455
1.68,-0.030053735699942814
1.684,-0.04482547022079457
1.688,-0.011642210411962315
1.692,-0.03265120418688862
1.696,-0.0406160723279476
1.7,-0.025774583765117286
1.704,-0.04845008367729978
1.708,-0.019727032467875674
1.712,-0.033493308072561775
1.716,-0.02777418012214653
1.72,-0.034947108372691466
1.724,-0.0027362181797990597
1.728,-0.023534236336728062
1.732,-0.011241143458692333
1.736,-0.0125083957416141
1.74,-0.03859832387202007
1.744,-0.011445493937355338
1.748,-0.01623087609497974
1.752,-0.01730656213852611
1.756,-0.03191826509573514
1.76,-0.03284450018085316
1.764,-0.008958125595481387
1.768,0.01861017617102678
1.772,-0.041989686592782335
1.776,-0.015054561279753343
1.78,-0.033423187164802186
1.784,-0.010753820572294293
1.788,-0.018035682893363658
1.792,-0.005948590913600341
1.796,-0.08339408236133031
1.8,-0.03986543439073775
1.804,-0.04795096360328012
1.808,-0.030688552166764818
1.812,-0.04334569145861783
1.816,-0.04202547832257559
1.82,-0.015904353119104542
1.824,0.00816346308657533
1.828,-0.08668320639660207
1.832,-0.036745012654432904
1.836,-0.024622253662567314
1.84,-0.031093861498172504
1.844,-0.03841427382413433
1.848,-0.05890180424693958
1.852,-0.051004591698705685
1.856,-0.017967984924450106
1.86,-0.011266621661094715
1.864,-0.03116037072260997
1.868,-0.050127024884614645
1.872,-0.03179677546486738
1.8760000000000001,-0.03881688891771245
1.8800000000000001,-0.02340675959875438
1.8840000000000001,-0.03225326760520274
1.8880000000000001,-0.04735305688621546
1.8920000000000001,-0.03139942002899531
1.8960000000000001,-0.05909416759130012
1.9000000000000001,-0.019396585773940142
1.9040000000000001,-0.012438407499141341
1.9080000000000001,-0.0599409991174257
1.9120000000000001,-0.02823328230809619
1.9160000000000001,-0.056760249314815235
1.92,-0.015779558829895
1.924,-0.019406555803448182
1.928,-0.04236559443824738
1.932,-0.018133863196386456
1.936,-0.04692225021540611
1.94,-0.051425878870116626
1.944,-0.05020268246746062
1.948,-0.04190523209549665
1.952,-0.0458136912195136
1.956,-0.03651309527867673
1.96,-0.05215297819490938
1.964,-0.024806956235292554
1.968,-0.019927805934310188
1.972,-0.05050796678268435
1.976,-0.06937496857004205
1.98,-0.026591945147393187
1.984,-0.018533389018726157
1.988,-0.044801759437171865
1.992,-0.06749654576743602
1.996,-0.036657526365862114
2.0,-0.011723033694945796
2.004,-0.07996367581985772
2.008,-0.03309645849485842
2.012,-0.049142557590449616
2.016,-0.06019528803412806
2.02,-0.0333268035283629
2.024,-0.0694733963278379
2.028,-0.03776091668905355
2.032,-0.017634638154017463
2.036,-0.04056301669319054
2.04,-0.06181720548585391
2.044,-0.0800678378315979
2.048,-0.07030867407485121
2.052,-0.08167872723480982
2.056,-0.013043324863768947
2.06,-0.050204254425939614
2.064,-0.06629332577494268
2.068,-0.07152657794434149
2.072,-0.06707653447377884
2.076,-0.05261456433796446
2.08,-0.07171284075269929
2.084,-0.012694229778759697
2.088,-0.06132474333191565
2.092,-0.06218199711125856
2.096,-0.04052535889606888
2.1,-0.017815807213212315
2.104,-0.020491724302426247
2.108,-0.05686815173262788
2.112,-0.04214048394160497
2.116,-0.04439716416022651
2.12,-0.036915950986869915
2.124,-0.042527238686463964
2.128,-0.06664207175243464
2.132,-0.07309001854301077
2.136,-0.04448982510837768
2.14,-0.07178453487818265
2.144,-0.02094798682734
2.148,-0.04748116280482916
2.152,-0.06878292958614785
2.156,-0.05444895697523567
2.16,-0.0573546568317409
2.164,-0.047732144315738856
2.168,-0.021350208632298716
2.172,-0.058994812185999224
2.176,-0.047858047576148345
2.18,0.031051977366241025
2.184,0.07755108802311718
2.188,0.16939941240389436
2.192,0.29124026760741967
2.196,0.42267682368208453
2.2,0.6019521962717677
2.204,0.7231369693984315
2.208,0.8676808085167973
2.212,0.9222377596933707
2.216,0.9212380227603423
2.22,0.8926152439898378
2.224,0.7724592695692032
2.228,0.5697643620545166
2.232,0.4256540021650807
2.236,0.3066928960910452
2.24,0.20158601478351534
2.244,0.07733433879398839
2.248,0.02637613788284989
2.2520000000000002,-0.0358296420582595
2.2560000000000002,0.021170514938274116
2.2600000000000002,-0.030860936180847898
2.2640000000000002,-0.02798096385085194
2.2680000000000002,-0.0351948025508143
2.2720000000000002,-0.0307250910894324
2.2760000000000002,-0.03762619519799079
2.2800000000000002,-0.05663009114287526
2.2840000000000003,-0.03508568215471422
2.2880000000000003,-0.04838643334390514
2.2920000000000003,-0.024027078470101642
2.2960000000000003,-0.06465239524278893
2.3000000000000003,-0.06074520776694929
2.3040000000000003,-0.03667182181003978
2.308,-0.024273424690202564
2.312,-0.046931092890359516
2.316,-0.06404943042961282
2.32,-0.05213912297038232
2.324,-0.05968219424859872
2.328,-0.011735248270866028
2.332,-0.03164868730449476
2.336,-0.02428146731169106
2.34,-0.043483479704619604
2.344,-0.06055747645783271
2.348,-0.025926982436338807
2.352,-0.016247106574410662
2.356,-0.03761736024483442
2.36,-0.04966865329272933
2.364,-0.02748780886357825
2.368,-0.05644988111018775
2.372,-0.033653699509969666
2.376,-0.06308975601191938
2.38,-0.06817558910640234
2.384,-0.03734621875682949
2.388,-0.04182000900889846
2.392,-0.010392640945547267
2.396,-0.05397773027764541
2.4,-0.04780013084561242
2.404,-0.07095804092576884
2.408,-0.08543171935653726
2.412,-0.08354597061756512
2.416,-0.03854777000066478
2.42,-0.07121967888018899
2.424,-0.025024846992360395
2.428,-0.018985668030993674
2.432,-0.05300622895463408
2.436,-0.013993564727240955
2.44,-0.04247872424552889
2.444,-0.02438104897474114
2.448,-0.05124846554967906
2.452,-0.02740190573854447
2.456,-0.06529944473376739
2.46,-0.03382403623386264
2.464,-0.05530342864002556
2.468,-0.04856851293186968
2.472,-0.03315801367202906
2.476,-0.0421700691146884
2.48,-0.046940582243476844
2.484,-0.030723152942155725
2.488,-0.029037149816450183
2.492,-0.0726208520116058
2.496,-0.033558169923830705
2.5,-0.031130305100988076
2.504,-0.059394919598193596
2.508,-0.0364516675289631
2.512,-0.07045646631847441
2.516,-0.014986406898390068
2.52,-0.048324053668593964
2.524,-0.04493725593873791
2.528,-0.019210310241214706
2.532,-0.04580210123302734
2.536,-0.03075570044687006
2.54,-0.06346469899800461
2.544,-0.05369210141903486
2.548,-0.06992355524621449
2.552,-0.04601260883084056
2.556,-0.02099983734088636
2.56,-0.036917149104721395
2.564,-0.023469680021870703
2.568,-0.061442474880117975
2.572,-0.05834314350905433
2.576,-0.049746935367820544
2.58,-0.028739308063779594
2.584,-0.032814124081349885
2.588,-0.039997662074932994
2.592,-0.026985744566997334
2.596,-0.042210039493334635
2.6,-0.039353604466710754
2.604,-0.01256478530329522
2.608,-0.050122563261940214
2.612,-0.0344766327599045
2.616,-0.00562180264641611
2.62,-0.03555044379783469
2.624,-0.023182721712177404
2.628,-0.04917011359214459
2.632,0.0023737905955193844
2.636,-0.08146685220831806
2.64,-0.058875770373041605
2.644,-0.05697882495788938
2.648,-0.0032160142529822355
2.652,-0.02827015551104335
2.656,-0.04027158146795877
2.66,-0.06036305464382567
2.664,-0.02714578099069313
2.668,-0.03184578364933439
2.672,-0.0476815972338702
2.676,-0.063346175655131
2.68,-0.05526190508390471
2.684,-0.028627328540980695
2.688,-0.02636193958624394
2.692,-0.030803613294315267
2.696,-0.03498029765184529
2.7,-0.0670032473201288
2.704,-0.030330842031175864
2.708,-0.05163252744171095
2.712,-0.029819485111943652
2.716,-0.021025612986389327
2.72,-0.043511392524017756
2.724,-0.050124488389125796
2.728,-0.009456007811160468
2.732,-0.021955423556220998
2.736,-0.04138502183612125
2.74,-0.08831800385344224
2.744,-0.02895141399164994
2.748,-0.015041441225442912
2.7520000000000002,-0.004846466840985237
2.7560000000000002,-0.040486315390976885
2.7600000000000002,-0.03943941478052801
2.7640000000000002,-0.03508477683437094
2.7680000000000002,-0.00911424445895885
2.7720000000000002,-0.04901130077182895
2.7760000000000002,-0.02741698212083239
2.7800000000000002,-0.04331510821903416
2.7840000000000003,-0.019068314919601852
2.7880000000000003,-0.05517036473153978
2.7920000000000003,-0.016189197052736463
2.7960000000000003,-0.033279438254922654
2.8000000000000003,-0.027459759147133486
2.8040000000000003,-0.012094821077008211
2.8080000000000003,0.0006370070064695768
2.8120000000000003,-0.05580682992235812
2.816,-0.00142231166858511
2.82,-0.009955137760230864
2.824,-0.026635487814853354
2.828,0.007716375050321935
2.832,-0.016211175257775056
2.836,0.006265366382093126
2.84,-0.031077003624784
2.844,-0.036172125765596294
2.848,0.006040188273096856
2.852,0.02521853308124512
2.856,-0.0050039144107071176
2.86,0.0005325803045507539
2.864,-0.026379387068582696
2.868,-0.04301391629936522
2.872,-0.0206379528810558
2.876,0.014280905276994705
2.88,-0.05254046489432872
2.884,-0.02484259493629047
2.888,-0.05283059036349537
2.892,-0.011977136281820882
2.896,0.003740606789631753
2.9,-0.03819974030715078
2.904,-0.021132830804738163
2.908,0.013970931792353668
2.912,-0.013911485489134925
2.916,-0.03652440313375448
2.92,-0.037661178043408405
2.924,-0.05122463814642752
2.928,0.004939234311416008
2.932,-0.02504334456713832
2.936,0.011299154604154125
2.94,0.008033239291399678
2.944,-0.0221001767672111
2.948,-0.019050288599501558
2.952,0.007490426277735768
2.956,-0.004684194086320191
2.96,-0.0019061207492622276
2.964,-0.0397939799461346
2.968,0.011513077491978723
2.972,-0.02353622723010041
2.976,-0.05100793195851791
2.98,-0.017544089990040295
2.984,0.0036469842514423945
2.988,0.037562669957564
2.992,-0.011422513214453492
2.996,-0.030145688111382286
3.0,0.03934185934022579
3.004,0.0005201407927919281
3.008,-0.007403853263210301
3.012,-0.023026407632906018
3.016,-0.020478493860808918
3.02,0.03130703129113981
3.024,0.000678647981727014
3.028,0.0041331566194058485
3.032,0.02157464859693684
3.036,0.09341232694953841
3.04,0.10057426729235108
3.044,0.201884624028572
3.048,0.30245423654840015
3.052,0.4392538090907157
3.056,0.5743236782352633
3.06,0.7643248495525514
3.064,0.9202538093669058
3.068,0.9770762811276871
3.072,0.9851971724872362
3.076,0.9335248853223391
3.08,0.8583232657642503
3.084,0.7039574213055715
3.088,0.5470952100691872
3.092,0.39708384943212255
3.096,0.23868433428048602
3.1,0.1858214616041184
3.104,0.10694875519497125
3.108,0.05772083547122713
3.112,0.038853850508265494
3.116,0.03945886102789481
3.12,0.015600424687934654
3.124,-0.005200553580071911
3.128,0.0341994258443936
3.132,0.002086590163380961
3.136,-0.0035443979861976664
3.14,-0.019936178571485694
3.144,0.011844941925498176
3.148,-0.008869487264452235
3.152,0.0021010573427159406
3.156,0.021870172466484192
3.16,0.013949960863403882
3.164,0.03400961040121438
3.168,0.02018499020852603
3.172,0.006401748636734962
3.176,0.008282020699191702
3.18,0.005123991045538061
3.184,0.028593240469439826
3.188,0.016488409386530945
3.192,0.008232835249234356
3.196,0.033740736476739294
3.2,0.01915786642048094
3.204,0.00831012614273464
3.208,-0.012239639301957404
3.212,0.027143980043087608
3.216,0.023553686225709903
3.22,0.02018981677633982
3.224,0.010864231604822387
3.228,0.0032568567842183906
3.232,0.015772255601187477
3.236,0.025312984547626094
3.24,0.018504271274413703
3.244,0.018542434266417062
3.248,0.01244705676166258
3.2520000000000002,0.028961069406549616
3.2560000000000002,0.027226369010802796
3.2600000000000002,0.00787494619868992
3.2640000000000002,0.03849620740421595
3.2680000000000002,0.0394842006202534
3.2720000000000002,0.04029349535175383
3.2760000000000002,0.021771529740432085
3.2800000000000002,0.0208624133791486
3.2840000000000003,0.0019217090019339293
3.2880000000000003,0.04055609104303075
3.2920000000000003,-0.016896963454128958
3.2960000000000003,0.018353945628109023
3.3000000000000003,0.01972875090136633
3.3040000000000003,0.04400054080151593
3.3080000000000003,0.027212661766350472
3.3120000000000003,0.008282428126942364
3.3160000000000003,-0.000618508574934274
3.3200000000000003,0.013677196055729403
3.3240000000000003,0.03073317927300985
3.3280000000000003,0.030041087523272097
3.332,0.025324802363097663
3.336,0.015925889391008106
3.34,0.02574297611231732
3.344,0.0502319047335371
3.348,0.008597050503830694
3.352,0.03160535449082986
3.356,0.06362861337141483
3.36,0.04266638607523029
3.364,0.02278152566840394
3.368,0.04543790104202083
3.372,0.017493985777717918
3.376,0.03298919382642089
3.38,0.06424045440215984
3.384,0.07135170202065967
3.388,-0.00039668552053671174
3.392,0.04808185839171688
3.396,0.07335502172512517
3.4,0.02377588507403377
3.404,0.04015998670836994
3.408,0.06542008757780343
3.412,0.02571753603827502
3.416,0.0448986647009532
3.42,0.03496181544716257
3.424,-0.002076111484298905
3.428,0.04363642018998395
3.432,0.033311841600759534
3.436,0.05583456416363613
3.44,0.07941481923842209
3.444,0.05149745912117011
3.448,0.030741634479015026
3.452,0.04735993368092832
3.456,0.042657239702401165
3.46,0.059343251451257406
3.464,0.010367252076503602
3.468,0.016073128296585883
3.472,-0.0012500126461229971
3.476,0.052046561100873426
3.48,0.039773224166336295
3.484,0.027596325335997395
3.488,0.026137090228154157
3.492,0.029438355342568445
3.496,0.022563204392278248
3.5,0.034925996605241844
3.504,0.03170137803961428
3.508,0.06961398417370482
3.512,0.048506574824668844
3.516,0.025893013713973602
3.52,0.030805871960806405
3.524,0.06667960695474086
3.528,0.05196361883197971
3.532,0.04903004187975155
3.536,0.05774767578761324
3.54,0.07526237727997774
3.544,0.01939610304917742
3.548,0.02902836455649558
3.552,0.009325805961312009
3.556,0.054229126741476404
3.56,0.03694539815342925
3.564,0.03127194092857793
3.568,0.029648507398239033
3.572,0.058901245681623825
3.576,0.042410443670632576
3.58,0.03481642153920577
3.584,0.07070577331566294
3.588,0.024845661602376397
3.592,0.02064494742281438
3.596,0.09798768889507714
3.6,0.038899225977185425
3.604,0.035540332926781965
3.608,0.03201405698853606
3.612,0.04397406726763387
3.616,0.06251313611277792
3.62,0.062070583753552094
3.624,0.05802231150804808
3.628,0.04170569998137338
3.632,0.017609609589088273
3.636,0.05320027982452466
3.64,0.07804391354202486
3.644,0.06917707036807347
3.648,0.04454657332542793
3.652,0.06407943553208616
3.656,0.0404324849254692
3.66,0.047149693332779075
3.664,0.023672366867570505
3.668,0.0421547899365995
3.672,0.051375008956239095
3.676,0.045279868560288455
3.68,0.06415363487943666
3.684,0.08651816348004615
3.688,0.07536438358282613
3.692,0.042916159039684286
3.696,0.034471765312682645
3.7,0.03611906712575649
3.704,0.029689732862783275
3.708,0.0499960445738624
3.712,0.057804823020971646
3.716,0.05310651527527326
3.72,0.05337859974965664
3.724,0.05272607257436494
3.728,0.04697404654994731
3.732,0.03481765081443654
3.736,0.08420392416773997
3.74,0.07070445062348288
3.744,0.03162808926252781
3.748,0.03172433866716329
3.7520000000000002,0.038136299640712884
3.7560000000000002,0.050551387266130204
3.7600000000000002,0.07509740830362548
3.7640000000000002,0.07023566238177507
3.7680000000000002,0.07131254067270172
3.7720000000000002,0.07172958776685583
3.7760000000000002,0.07211288151775297
3.7800000000000002,0.06472712005238754
3.7840000000000003,0.059088455626234646
3.7880000000000003,0.04761891393276787
3.7920000000000003,0.015122810330917592
3.7960000000000003,0.04740846817203042
3.8000000000000003,0.08602376404056722
3.8040000000000003,0.039172742517514084
3.8080000000000003,0.03744262462470602
3.8120000000000003,0.07028578813925396
3.8160000000000003,0.05152752514615105
3.8200000000000003,0.040288086016159866
3.8240000000000003,0.08101309470972816
3.8280000000000003,0.062310205088179416
3.8320000000000003,0.064942476277099
3.8360000000000003,0.03845981745044928
3.84,0.059649362724437154
3.844,0.05719184760041794
3.848,0.06515411314476476
3.852,0.07254433133432399
3.856,0.07203180214451652
3.86,0.052880781280593404
3.864,0.06326312669399684
3.868,0.026697906198529627
3.872,0.06292899542205749
3.876,0.06500531004871067
3.88,0.04659990921696206
3.884,0.04563354436904728
3.888,0.07353873094422805
3.892,0.07576315340680759
3.896,0.15021814485541554
3.9,0.21754016671958523
3.904,0.29099301946217987
3.908,0.43987694032275426
3.912,0.6129228842400998
3.916,0.773339960232588
3.92,0.9177121683424136
3.924,0.9996364134031498
3.928,1.0404165174581599
3.932,1.014182637673627
3.936,0.9441045315780074
3.94,0.8426476673212286
3.944,0.6647090746458337
3.948,0.5112048889034538
3.952,0.3694279834259853
3.956,0.20263906887384148
